,Date,Integer_Year,Median Bedroom Price,Month,No. of Bedrooms,Year,Zip_Code
0,1997-01-28,2,112900.0,1,1,1997,46220
1,1998-01-28,3,118000.0,1,1,1998,46220
2,1999-01-28,4,122400.0,1,1,1999,46220
3,2000-01-28,5,97772.0,1,1,2000,46220
4,2001-01-28,6,96466.0,1,1,2001,46220
5,2002-01-28,7,100138.0,1,1,2002,46220
6,2003-01-28,8,105618.0,1,1,2003,46220
7,2004-01-28,9,108189.0,1,1,2004,46220
8,2005-01-28,10,110849.0,1,1,2005,46220
9,2006-01-28,11,115648.0,1,1,2006,46220
10,2007-01-28,12,117072.0,1,1,2007,46220
11,2008-01-28,13,117651.0,1,1,2008,46220
12,2009-01-28,14,115945.0,1,1,2009,46220
13,2010-01-28,15,120028.0,1,1,2010,46220
14,2011-01-28,16,109523.0,1,1,2011,46220
15,2012-01-28,17,108035.0,1,1,2012,46220
16,2013-01-28,18,107239.0,1,1,2013,46220
17,2014-01-28,19,125526.0,1,1,2014,46220
18,2015-01-28,20,130720.0,1,1,2015,46220
19,2016-01-28,21,129632.0,1,1,2016,46220
20,2017-01-28,22,140276.0,1,1,2017,46220
21,2018-01-28,23,148395.0,1,1,2018,46220
22,2019-01-28,24,171827.0,1,1,2019,46220
23,1997-01-28,2,116300.0,1,2,1997,46220
24,1998-01-28,3,128600.0,1,2,1998,46220
25,1999-01-28,4,135500.0,1,2,1999,46220
26,2000-01-28,5,123239.0,1,2,2000,46220
27,2001-01-28,6,131068.0,1,2,2001,46220
28,2002-01-28,7,133116.0,1,2,2002,46220
29,2003-01-28,8,138589.0,1,2,2003,46220
30,2004-01-28,9,142203.0,1,2,2004,46220
31,2005-01-28,10,146371.0,1,2,2005,46220
32,2006-01-28,11,150517.0,1,2,2006,46220
33,2007-01-28,12,151164.0,1,2,2007,46220
34,2008-01-28,13,153776.0,1,2,2008,46220
35,2009-01-28,14,148693.0,1,2,2009,46220
36,2010-01-28,15,156472.0,1,2,2010,46220
37,2011-01-28,16,149554.0,1,2,2011,46220
38,2012-01-28,17,145686.0,1,2,2012,46220
39,2013-01-28,18,150360.0,1,2,2013,46220
40,2014-01-28,19,165280.0,1,2,2014,46220
41,2015-01-28,20,167324.0,1,2,2015,46220
42,2016-01-28,21,168624.0,1,2,2016,46220
43,2017-01-28,22,179537.0,1,2,2017,46220
44,2018-01-28,23,190877.0,1,2,2018,46220
45,2019-01-28,24,211965.0,1,2,2019,46220
46,1997-01-28,2,129200.0,1,3,1997,46220
47,1998-01-28,3,151400.0,1,3,1998,46220
48,1999-01-28,4,150300.0,1,3,1999,46220
49,2000-01-28,5,150033.0,1,3,2000,46220
50,2001-01-28,6,151297.0,1,3,2001,46220
51,2002-01-28,7,153871.0,1,3,2002,46220
52,2003-01-28,8,158415.0,1,3,2003,46220
53,2004-01-28,9,164390.0,1,3,2004,46220
54,2005-01-28,10,169358.0,1,3,2005,46220
55,2006-01-28,11,168482.0,1,3,2006,46220
56,2007-01-28,12,170499.0,1,3,2007,46220
57,2008-01-28,13,176298.0,1,3,2008,46220
58,2009-01-28,14,169622.0,1,3,2009,46220
59,2010-01-28,15,177431.0,1,3,2010,46220
60,2011-01-28,16,169190.0,1,3,2011,46220
61,2012-01-28,17,166186.0,1,3,2012,46220
62,2013-01-28,18,171495.0,1,3,2013,46220
63,2014-01-28,19,186571.0,1,3,2014,46220
64,2015-01-28,20,189955.0,1,3,2015,46220
65,2016-01-28,21,191544.0,1,3,2016,46220
66,2017-01-28,22,203287.0,1,3,2017,46220
67,2018-01-28,23,215745.0,1,3,2018,46220
68,2019-01-28,24,238347.0,1,3,2019,46220
69,1997-01-28,2,169400.0,1,4,1997,46220
70,1998-01-28,3,183600.0,1,4,1998,46220
71,1999-01-28,4,196000.0,1,4,1999,46220
72,2000-01-28,5,214475.0,1,4,2000,46220
73,2001-01-28,6,225061.0,1,4,2001,46220
74,2002-01-28,7,224727.0,1,4,2002,46220
75,2003-01-28,8,226501.0,1,4,2003,46220
76,2004-01-28,9,235558.0,1,4,2004,46220
77,2005-01-28,10,244713.0,1,4,2005,46220
78,2006-01-28,11,245555.0,1,4,2006,46220
79,2007-01-28,12,252311.0,1,4,2007,46220
80,2008-01-28,13,256529.0,1,4,2008,46220
81,2009-01-28,14,247280.0,1,4,2009,46220
82,2010-01-28,15,254893.0,1,4,2010,46220
83,2011-01-28,16,239697.0,1,4,2011,46220
84,2012-01-28,17,234245.0,1,4,2012,46220
85,2013-01-28,18,243811.0,1,4,2013,46220
86,2014-01-28,19,267301.0,1,4,2014,46220
87,2015-01-28,20,283035.0,1,4,2015,46220
88,2016-01-28,21,284395.0,1,4,2016,46220
89,2017-01-28,22,293150.0,1,4,2017,46220
90,2018-01-28,23,308852.0,1,4,2018,46220
91,2019-01-28,24,330948.0,1,4,2019,46220
92,1997-01-28,2,251300.0,1,5,1997,46220
93,1998-01-28,3,281300.0,1,5,1998,46220
94,1999-01-28,4,292300.0,1,5,1999,46220
95,2000-01-28,5,258767.0,1,5,2000,46220
96,2001-01-28,6,282407.0,1,5,2001,46220
97,2002-01-28,7,278651.0,1,5,2002,46220
98,2003-01-28,8,279056.0,1,5,2003,46220
99,2004-01-28,9,303457.0,1,5,2004,46220
100,2005-01-28,10,316583.0,1,5,2005,46220
101,2006-01-28,11,328897.0,1,5,2006,46220
102,2007-01-28,12,348092.0,1,5,2007,46220
103,2008-01-28,13,351198.0,1,5,2008,46220
104,2009-01-28,14,332875.0,1,5,2009,46220
105,2010-01-28,15,356349.0,1,5,2010,46220
106,2011-01-28,16,335606.0,1,5,2011,46220
107,2012-01-28,17,329328.0,1,5,2012,46220
108,2013-01-28,18,347394.0,1,5,2013,46220
109,2014-01-28,19,381471.0,1,5,2014,46220
110,2015-01-28,20,406425.0,1,5,2015,46220
111,2016-01-28,21,399398.0,1,5,2016,46220
112,2017-01-28,22,408212.0,1,5,2017,46220
113,2018-01-28,23,437883.0,1,5,2018,46220
114,2019-01-28,24,466430.0,1,5,2019,46220
115,2000-01-28,5,59871.0,1,1,2000,46219
116,2001-01-28,6,56400.0,1,1,2001,46219
117,2002-01-28,7,58844.0,1,1,2002,46219
118,2003-01-28,8,58209.0,1,1,2003,46219
119,2004-01-28,9,56035.0,1,1,2004,46219
120,2005-01-28,10,56957.0,1,1,2005,46219
121,2006-01-28,11,63307.0,1,1,2006,46219
122,2007-01-28,12,59884.0,1,1,2007,46219
123,2008-01-28,13,58073.0,1,1,2008,46219
124,2009-01-28,14,57063.0,1,1,2009,46219
125,2010-01-28,15,53887.0,1,1,2010,46219
126,2011-01-28,16,49741.0,1,1,2011,46219
127,2012-01-28,17,42136.0,1,1,2012,46219
128,2013-01-28,18,42994.0,1,1,2013,46219
129,2014-01-28,19,46478.0,1,1,2014,46219
130,2015-01-28,20,50324.0,1,1,2015,46219
131,2016-01-28,21,50760.0,1,1,2016,46219
132,2017-01-28,22,55647.0,1,1,2017,46219
133,2018-01-28,23,61082.0,1,1,2018,46219
134,2019-01-28,24,73409.0,1,1,2019,46219
135,1997-01-28,2,78600.0,1,2,1997,46219
136,1998-01-28,3,75800.0,1,2,1998,46219
137,1999-01-28,4,83500.0,1,2,1999,46219
138,2000-01-28,5,76201.0,1,2,2000,46219
139,2001-01-28,6,72142.0,1,2,2001,46219
140,2002-01-28,7,75438.0,1,2,2002,46219
141,2003-01-28,8,74959.0,1,2,2003,46219
142,2004-01-28,9,75514.0,1,2,2004,46219
143,2005-01-28,10,75794.0,1,2,2005,46219
144,2006-01-28,11,81252.0,1,2,2006,46219
145,2007-01-28,12,80280.0,1,2,2007,46219
146,2008-01-28,13,79416.0,1,2,2008,46219
147,2009-01-28,14,75180.0,1,2,2009,46219
148,2010-01-28,15,72916.0,1,2,2010,46219
149,2011-01-28,16,66142.0,1,2,2011,46219
150,2012-01-28,17,57167.0,1,2,2012,46219
151,2013-01-28,18,57475.0,1,2,2013,46219
152,2014-01-28,19,63760.0,1,2,2014,46219
153,2015-01-28,20,67146.0,1,2,2015,46219
154,2016-01-28,21,68650.0,1,2,2016,46219
155,2017-01-28,22,73682.0,1,2,2017,46219
156,2018-01-28,23,80364.0,1,2,2018,46219
157,2019-01-28,24,93069.0,1,2,2019,46219
158,1997-01-28,2,86400.0,1,3,1997,46219
159,1998-01-28,3,83500.0,1,3,1998,46219
160,1999-01-28,4,91400.0,1,3,1999,46219
161,2000-01-28,5,77234.0,1,3,2000,46219
162,2001-01-28,6,77145.0,1,3,2001,46219
163,2002-01-28,7,80629.0,1,3,2002,46219
164,2003-01-28,8,80782.0,1,3,2003,46219
165,2004-01-28,9,82840.0,1,3,2004,46219
166,2005-01-28,10,84992.0,1,3,2005,46219
167,2006-01-28,11,90720.0,1,3,2006,46219
168,2007-01-28,12,91338.0,1,3,2007,46219
169,2008-01-28,13,89920.0,1,3,2008,46219
170,2009-01-28,14,85068.0,1,3,2009,46219
171,2010-01-28,15,84775.0,1,3,2010,46219
172,2011-01-28,16,81438.0,1,3,2011,46219
173,2012-01-28,17,74087.0,1,3,2012,46219
174,2013-01-28,18,76268.0,1,3,2013,46219
175,2014-01-28,19,81434.0,1,3,2014,46219
176,2015-01-28,20,86662.0,1,3,2015,46219
177,2016-01-28,21,88658.0,1,3,2016,46219
178,2017-01-28,22,95096.0,1,3,2017,46219
179,2018-01-28,23,105021.0,1,3,2018,46219
180,2019-01-28,24,119428.0,1,3,2019,46219
181,1997-01-28,2,116300.0,1,4,1997,46219
182,1998-01-28,3,114700.0,1,4,1998,46219
183,1999-01-28,4,113800.0,1,4,1999,46219
184,2000-01-28,5,92556.0,1,4,2000,46219
185,2001-01-28,6,92463.0,1,4,2001,46219
186,2002-01-28,7,98171.0,1,4,2002,46219
187,2003-01-28,8,98003.0,1,4,2003,46219
188,2004-01-28,9,101162.0,1,4,2004,46219
189,2005-01-28,10,104080.0,1,4,2005,46219
190,2006-01-28,11,112964.0,1,4,2006,46219
191,2007-01-28,12,117101.0,1,4,2007,46219
192,2008-01-28,13,116420.0,1,4,2008,46219
193,2009-01-28,14,111419.0,1,4,2009,46219
194,2010-01-28,15,110551.0,1,4,2010,46219
195,2011-01-28,16,109081.0,1,4,2011,46219
196,2012-01-28,17,98771.0,1,4,2012,46219
197,2013-01-28,18,104603.0,1,4,2013,46219
198,2014-01-28,19,111574.0,1,4,2014,46219
199,2015-01-28,20,115641.0,1,4,2015,46219
200,2016-01-28,21,118528.0,1,4,2016,46219
201,2017-01-28,22,126142.0,1,4,2017,46219
202,2018-01-28,23,136240.0,1,4,2018,46219
203,2019-01-28,24,151986.0,1,4,2019,46219
204,2001-01-28,6,112306.0,1,5,2001,46219
205,2002-01-28,7,113295.0,1,5,2002,46219
206,2003-01-28,8,113436.0,1,5,2003,46219
207,2004-01-28,9,115257.0,1,5,2004,46219
208,2005-01-28,10,117652.0,1,5,2005,46219
209,2006-01-28,11,123883.0,1,5,2006,46219
210,2007-01-28,12,125661.0,1,5,2007,46219
211,2008-01-28,13,124067.0,1,5,2008,46219
212,2009-01-28,14,118611.0,1,5,2009,46219
213,2010-01-28,15,123076.0,1,5,2010,46219
214,2011-01-28,16,119920.0,1,5,2011,46219
215,2012-01-28,17,112685.0,1,5,2012,46219
216,2013-01-28,18,120741.0,1,5,2013,46219
217,2014-01-28,19,129052.0,1,5,2014,46219
218,2015-01-28,20,136319.0,1,5,2015,46219
219,2016-01-28,21,136896.0,1,5,2016,46219
220,2017-01-28,22,147946.0,1,5,2017,46219
221,2018-01-28,23,160076.0,1,5,2018,46219
222,2019-01-28,24,176286.0,1,5,2019,46219
223,1997-01-28,2,71000.0,1,1,1997,46227
224,1998-01-28,3,67400.0,1,1,1998,46227
225,1999-01-28,4,67900.0,1,1,1999,46227
226,2000-01-28,5,54256.0,1,1,2000,46227
227,2001-01-28,6,48873.0,1,1,2001,46227
228,2002-01-28,7,52501.0,1,1,2002,46227
229,2003-01-28,8,51696.0,1,1,2003,46227
230,2004-01-28,9,55666.0,1,1,2004,46227
231,2005-01-28,10,57485.0,1,1,2005,46227
232,2006-01-28,11,60551.0,1,1,2006,46227
233,2007-01-28,12,60756.0,1,1,2007,46227
234,2008-01-28,13,63590.0,1,1,2008,46227
235,2009-01-28,14,59002.0,1,1,2009,46227
236,2010-01-28,15,61266.0,1,1,2010,46227
237,2011-01-28,16,62560.0,1,1,2011,46227
238,2012-01-28,17,55607.0,1,1,2012,46227
239,2013-01-28,18,49412.0,1,1,2013,46227
240,2014-01-28,19,58751.0,1,1,2014,46227
241,2015-01-28,20,65326.0,1,1,2015,46227
242,2016-01-28,21,65249.0,1,1,2016,46227
243,2017-01-28,22,70012.0,1,1,2017,46227
244,2018-01-28,23,75173.0,1,1,2018,46227
245,2019-01-28,24,88766.0,1,1,2019,46227
246,1997-01-28,2,75900.0,1,2,1997,46227
247,1998-01-28,3,73300.0,1,2,1998,46227
248,1999-01-28,4,77100.0,1,2,1999,46227
249,2000-01-28,5,66183.0,1,2,2000,46227
250,2001-01-28,6,72012.0,1,2,2001,46227
251,2002-01-28,7,74799.0,1,2,2002,46227
252,2003-01-28,8,72949.0,1,2,2003,46227
253,2004-01-28,9,73918.0,1,2,2004,46227
254,2005-01-28,10,75554.0,1,2,2005,46227
255,2006-01-28,11,78276.0,1,2,2006,46227
256,2007-01-28,12,80858.0,1,2,2007,46227
257,2008-01-28,13,83128.0,1,2,2008,46227
258,2009-01-28,14,80907.0,1,2,2009,46227
259,2010-01-28,15,82630.0,1,2,2010,46227
260,2011-01-28,16,76695.0,1,2,2011,46227
261,2012-01-28,17,74600.0,1,2,2012,46227
262,2013-01-28,18,70944.0,1,2,2013,46227
263,2014-01-28,19,76894.0,1,2,2014,46227
264,2015-01-28,20,82616.0,1,2,2015,46227
265,2016-01-28,21,82765.0,1,2,2016,46227
266,2017-01-28,22,88654.0,1,2,2017,46227
267,2018-01-28,23,96595.0,1,2,2018,46227
268,2019-01-28,24,109605.0,1,2,2019,46227
269,1997-01-28,2,88100.0,1,3,1997,46227
270,1998-01-28,3,92100.0,1,3,1998,46227
271,1999-01-28,4,102100.0,1,3,1999,46227
272,2000-01-28,5,85801.0,1,3,2000,46227
273,2001-01-28,6,95115.0,1,3,2001,46227
274,2002-01-28,7,98444.0,1,3,2002,46227
275,2003-01-28,8,99095.0,1,3,2003,46227
276,2004-01-28,9,101934.0,1,3,2004,46227
277,2005-01-28,10,105743.0,1,3,2005,46227
278,2006-01-28,11,112667.0,1,3,2006,46227
279,2007-01-28,12,114739.0,1,3,2007,46227
280,2008-01-28,13,114273.0,1,3,2008,46227
281,2009-01-28,14,109950.0,1,3,2009,46227
282,2010-01-28,15,112769.0,1,3,2010,46227
283,2011-01-28,16,107002.0,1,3,2011,46227
284,2012-01-28,17,104337.0,1,3,2012,46227
285,2013-01-28,18,106793.0,1,3,2013,46227
286,2014-01-28,19,114758.0,1,3,2014,46227
287,2015-01-28,20,119713.0,1,3,2015,46227
288,2016-01-28,21,122635.0,1,3,2016,46227
289,2017-01-28,22,128224.0,1,3,2017,46227
290,2018-01-28,23,140089.0,1,3,2018,46227
291,2019-01-28,24,154537.0,1,3,2019,46227
292,1997-01-28,2,123600.0,1,4,1997,46227
293,1998-01-28,3,125400.0,1,4,1998,46227
294,1999-01-28,4,126600.0,1,4,1999,46227
295,2000-01-28,5,120600.0,1,4,2000,46227
296,2001-01-28,6,117816.0,1,4,2001,46227
297,2002-01-28,7,118062.0,1,4,2002,46227
298,2003-01-28,8,118328.0,1,4,2003,46227
299,2004-01-28,9,119721.0,1,4,2004,46227
300,2005-01-28,10,123084.0,1,4,2005,46227
301,2006-01-28,11,134001.0,1,4,2006,46227
302,2007-01-28,12,136145.0,1,4,2007,46227
303,2008-01-28,13,133259.0,1,4,2008,46227
304,2009-01-28,14,129689.0,1,4,2009,46227
305,2010-01-28,15,133628.0,1,4,2010,46227
306,2011-01-28,16,127082.0,1,4,2011,46227
307,2012-01-28,17,123885.0,1,4,2012,46227
308,2013-01-28,18,127913.0,1,4,2013,46227
309,2014-01-28,19,135009.0,1,4,2014,46227
310,2015-01-28,20,139873.0,1,4,2015,46227
311,2016-01-28,21,142988.0,1,4,2016,46227
312,2017-01-28,22,149146.0,1,4,2017,46227
313,2018-01-28,23,161168.0,1,4,2018,46227
314,2019-01-28,24,176379.0,1,4,2019,46227
315,2001-01-28,6,141362.0,1,5,2001,46227
316,2002-01-28,7,141776.0,1,5,2002,46227
317,2003-01-28,8,141247.0,1,5,2003,46227
318,2004-01-28,9,145577.0,1,5,2004,46227
319,2005-01-28,10,150467.0,1,5,2005,46227
320,2006-01-28,11,159356.0,1,5,2006,46227
321,2007-01-28,12,162058.0,1,5,2007,46227
322,2008-01-28,13,160156.0,1,5,2008,46227
323,2009-01-28,14,159755.0,1,5,2009,46227
324,2010-01-28,15,161391.0,1,5,2010,46227
325,2011-01-28,16,153849.0,1,5,2011,46227
326,2012-01-28,17,146233.0,1,5,2012,46227
327,2013-01-28,18,149710.0,1,5,2013,46227
328,2014-01-28,19,156025.0,1,5,2014,46227
329,2015-01-28,20,166217.0,1,5,2015,46227
330,2016-01-28,21,165546.0,1,5,2016,46227
331,2017-01-28,22,171717.0,1,5,2017,46227
332,2018-01-28,23,183499.0,1,5,2018,46227
333,2019-01-28,24,200061.0,1,5,2019,46227
334,2011-01-28,16,73251.0,1,1,2011,46214
335,2012-01-28,17,64233.0,1,1,2012,46214
336,2013-01-28,18,59527.0,1,1,2013,46214
337,2014-01-28,19,61900.0,1,1,2014,46214
338,2015-01-28,20,60266.0,1,1,2015,46214
339,2016-01-28,21,59306.0,1,1,2016,46214
340,2017-01-28,22,59224.0,1,1,2017,46214
341,2018-01-28,23,64961.0,1,1,2018,46214
342,2019-01-28,24,75330.0,1,1,2019,46214
343,1997-01-28,2,85800.0,1,2,1997,46214
344,1998-01-28,3,83000.0,1,2,1998,46214
345,1999-01-28,4,85100.0,1,2,1999,46214
346,2000-01-28,5,90985.0,1,2,2000,46214
347,2001-01-28,6,91963.0,1,2,2001,46214
348,2002-01-28,7,92676.0,1,2,2002,46214
349,2003-01-28,8,93397.0,1,2,2003,46214
350,2004-01-28,9,96479.0,1,2,2004,46214
351,2005-01-28,10,99565.0,1,2,2005,46214
352,2006-01-28,11,99762.0,1,2,2006,46214
353,2007-01-28,12,96922.0,1,2,2007,46214
354,2008-01-28,13,98017.0,1,2,2008,46214
355,2009-01-28,14,92508.0,1,2,2009,46214
356,2010-01-28,15,91090.0,1,2,2010,46214
357,2011-01-28,16,85629.0,1,2,2011,46214
358,2012-01-28,17,79860.0,1,2,2012,46214
359,2013-01-28,18,76771.0,1,2,2013,46214
360,2014-01-28,19,81480.0,1,2,2014,46214
361,2015-01-28,20,81943.0,1,2,2015,46214
362,2016-01-28,21,82827.0,1,2,2016,46214
363,2017-01-28,22,84190.0,1,2,2017,46214
364,2018-01-28,23,92159.0,1,2,2018,46214
365,2019-01-28,24,104728.0,1,2,2019,46214
366,1997-01-28,2,91500.0,1,3,1997,46214
367,1998-01-28,3,91300.0,1,3,1998,46214
368,1999-01-28,4,93500.0,1,3,1999,46214
369,2000-01-28,5,87891.0,1,3,2000,46214
370,2001-01-28,6,98607.0,1,3,2001,46214
371,2002-01-28,7,99318.0,1,3,2002,46214
372,2003-01-28,8,102686.0,1,3,2003,46214
373,2004-01-28,9,105879.0,1,3,2004,46214
374,2005-01-28,10,107548.0,1,3,2005,46214
375,2006-01-28,11,109339.0,1,3,2006,46214
376,2007-01-28,12,112656.0,1,3,2007,46214
377,2008-01-28,13,111378.0,1,3,2008,46214
378,2009-01-28,14,103875.0,1,3,2009,46214
379,2010-01-28,15,108081.0,1,3,2010,46214
380,2011-01-28,16,103113.0,1,3,2011,46214
381,2012-01-28,17,96919.0,1,3,2012,46214
382,2013-01-28,18,97070.0,1,3,2013,46214
383,2014-01-28,19,106166.0,1,3,2014,46214
384,2015-01-28,20,108425.0,1,3,2015,46214
385,2016-01-28,21,111872.0,1,3,2016,46214
386,2017-01-28,22,117503.0,1,3,2017,46214
387,2018-01-28,23,128486.0,1,3,2018,46214
388,2019-01-28,24,145493.0,1,3,2019,46214
389,1997-01-28,2,120300.0,1,4,1997,46214
390,1998-01-28,3,121200.0,1,4,1998,46214
391,1999-01-28,4,122200.0,1,4,1999,46214
392,2000-01-28,5,119800.0,1,4,2000,46214
393,2001-01-28,6,109634.0,1,4,2001,46214
394,2002-01-28,7,114749.0,1,4,2002,46214
395,2003-01-28,8,118795.0,1,4,2003,46214
396,2004-01-28,9,122459.0,1,4,2004,46214
397,2005-01-28,10,125271.0,1,4,2005,46214
398,2006-01-28,11,128707.0,1,4,2006,46214
399,2007-01-28,12,130730.0,1,4,2007,46214
400,2008-01-28,13,131389.0,1,4,2008,46214
401,2009-01-28,14,126798.0,1,4,2009,46214
402,2010-01-28,15,131441.0,1,4,2010,46214
403,2011-01-28,16,125129.0,1,4,2011,46214
404,2012-01-28,17,120484.0,1,4,2012,46214
405,2013-01-28,18,120267.0,1,4,2013,46214
406,2014-01-28,19,131486.0,1,4,2014,46214
407,2015-01-28,20,133692.0,1,4,2015,46214
408,2016-01-28,21,137766.0,1,4,2016,46214
409,2017-01-28,22,145380.0,1,4,2017,46214
410,2018-01-28,23,155502.0,1,4,2018,46214
411,2019-01-28,24,173369.0,1,4,2019,46214
412,2001-01-28,6,116845.0,1,5,2001,46214
413,2002-01-28,7,121424.0,1,5,2002,46214
414,2003-01-28,8,126885.0,1,5,2003,46214
415,2004-01-28,9,131427.0,1,5,2004,46214
416,2005-01-28,10,135829.0,1,5,2005,46214
417,2006-01-28,11,142496.0,1,5,2006,46214
418,2007-01-28,12,145600.0,1,5,2007,46214
419,2008-01-28,13,146353.0,1,5,2008,46214
420,2009-01-28,14,141517.0,1,5,2009,46214
421,2010-01-28,15,145955.0,1,5,2010,46214
422,2011-01-28,16,136414.0,1,5,2011,46214
423,2012-01-28,17,127198.0,1,5,2012,46214
424,2013-01-28,18,127160.0,1,5,2013,46214
425,2014-01-28,19,137240.0,1,5,2014,46214
426,2015-01-28,20,140633.0,1,5,2015,46214
427,2016-01-28,21,143094.0,1,5,2016,46214
428,2017-01-28,22,153506.0,1,5,2017,46214
429,2018-01-28,23,161510.0,1,5,2018,46214
430,2019-01-28,24,181043.0,1,5,2019,46214
431,2010-02-28,15,119586.0,2,1,2010,46220
432,2011-02-28,16,109574.0,2,1,2011,46220
433,2012-02-28,17,107616.0,2,1,2012,46220
434,2013-02-28,18,107557.0,2,1,2013,46220
435,2014-02-28,19,128095.0,2,1,2014,46220
436,2015-02-28,20,129718.0,2,1,2015,46220
437,2016-02-28,21,130547.0,2,1,2016,46220
438,2017-02-28,22,141379.0,2,1,2017,46220
439,2018-02-28,23,148337.0,2,1,2018,46220
440,2019-02-28,24,172462.0,2,1,2019,46220
441,2010-02-28,15,157132.0,2,2,2010,46220
442,2011-02-28,16,149757.0,2,2,2011,46220
443,2012-02-28,17,144907.0,2,2,2012,46220
444,2013-02-28,18,151492.0,2,2,2013,46220
445,2014-02-28,19,167050.0,2,2,2014,46220
446,2015-02-28,20,166136.0,2,2,2015,46220
447,2016-02-28,21,169949.0,2,2,2016,46220
448,2017-02-28,22,180420.0,2,2,2017,46220
449,2018-02-28,23,191195.0,2,2,2018,46220
450,2019-02-28,24,212947.0,2,2,2019,46220
451,2010-02-28,15,178294.0,2,3,2010,46220
452,2011-02-28,16,169133.0,2,3,2011,46220
453,2012-02-28,17,165423.0,2,3,2012,46220
454,2013-02-28,18,172788.0,2,3,2013,46220
455,2014-02-28,19,188919.0,2,3,2014,46220
456,2015-02-28,20,188285.0,2,3,2015,46220
457,2016-02-28,21,193069.0,2,3,2016,46220
458,2017-02-28,22,204098.0,2,3,2017,46220
459,2018-02-28,23,216358.0,2,3,2018,46220
460,2019-02-28,24,239502.0,2,3,2019,46220
461,2010-02-28,15,255859.0,2,4,2010,46220
462,2011-02-28,16,239331.0,2,4,2011,46220
463,2012-02-28,17,233343.0,2,4,2012,46220
464,2013-02-28,18,245519.0,2,4,2013,46220
465,2014-02-28,19,271547.0,2,4,2014,46220
466,2015-02-28,20,280769.0,2,4,2015,46220
467,2016-02-28,21,286053.0,2,4,2016,46220
468,2017-02-28,22,294602.0,2,4,2017,46220
469,2018-02-28,23,308884.0,2,4,2018,46220
470,2019-02-28,24,331767.0,2,4,2019,46220
471,2010-02-28,15,358230.0,2,5,2010,46220
472,2011-02-28,16,335102.0,2,5,2011,46220
473,2012-02-28,17,328421.0,2,5,2012,46220
474,2013-02-28,18,350063.0,2,5,2013,46220
475,2014-02-28,19,386538.0,2,5,2014,46220
476,2015-02-28,20,403392.0,2,5,2015,46220
477,2016-02-28,21,402103.0,2,5,2016,46220
478,2017-02-28,22,409975.0,2,5,2017,46220
479,2018-02-28,23,437098.0,2,5,2018,46220
480,2019-02-28,24,468170.0,2,5,2019,46220
481,2000-02-28,5,58678.0,2,1,2000,46219
482,2001-02-28,6,56695.0,2,1,2001,46219
483,2002-02-28,7,59023.0,2,1,2002,46219
484,2003-02-28,8,58023.0,2,1,2003,46219
485,2004-02-28,9,55925.0,2,1,2004,46219
486,2005-02-28,10,57555.0,2,1,2005,46219
487,2006-02-28,11,63196.0,2,1,2006,46219
488,2007-02-28,12,59941.0,2,1,2007,46219
489,2008-02-28,13,57947.0,2,1,2008,46219
490,2009-02-28,14,56349.0,2,1,2009,46219
491,2010-02-28,15,53863.0,2,1,2010,46219
492,2011-02-28,16,48840.0,2,1,2011,46219
493,2012-02-28,17,42477.0,2,1,2012,46219
494,2013-02-28,18,42628.0,2,1,2013,46219
495,2014-02-28,19,47745.0,2,1,2014,46219
496,2015-02-28,20,49743.0,2,1,2015,46219
497,2016-02-28,21,51097.0,2,1,2016,46219
498,2017-02-28,22,56316.0,2,1,2017,46219
499,2018-02-28,23,61069.0,2,1,2018,46219
500,2019-02-28,24,74566.0,2,1,2019,46219
501,1997-02-28,2,77300.0,2,2,1997,46219
502,1998-02-28,3,76500.0,2,2,1998,46219
503,1999-02-28,4,83800.0,2,2,1999,46219
504,2000-02-28,5,74974.0,2,2,2000,46219
505,2001-02-28,6,72221.0,2,2,2001,46219
506,2002-02-28,7,75865.0,2,2,2002,46219
507,2003-02-28,8,74817.0,2,2,2003,46219
508,2004-02-28,9,74882.0,2,2,2004,46219
509,2005-02-28,10,77238.0,2,2,2005,46219
510,2006-02-28,11,80831.0,2,2,2006,46219
511,2007-02-28,12,80371.0,2,2,2007,46219
512,2008-02-28,13,79365.0,2,2,2008,46219
513,2009-02-28,14,74021.0,2,2,2009,46219
514,2010-02-28,15,73523.0,2,2,2010,46219
515,2011-02-28,16,65273.0,2,2,2011,46219
516,2012-02-28,17,56483.0,2,2,2012,46219
517,2013-02-28,18,57768.0,2,2,2013,46219
518,2014-02-28,19,64868.0,2,2,2014,46219
519,2015-02-28,20,66818.0,2,2,2015,46219
520,2016-02-28,21,69105.0,2,2,2016,46219
521,2017-02-28,22,74219.0,2,2,2017,46219
522,2018-02-28,23,80078.0,2,2,2018,46219
523,2019-02-28,24,94358.0,2,2,2019,46219
524,1997-02-28,2,85500.0,2,3,1997,46219
525,1998-02-28,3,83800.0,2,3,1998,46219
526,1999-02-28,4,91700.0,2,3,1999,46219
527,2000-02-28,5,76901.0,2,3,2000,46219
528,2001-02-28,6,77167.0,2,3,2001,46219
529,2002-02-28,7,80871.0,2,3,2002,46219
530,2003-02-28,8,80877.0,2,3,2003,46219
531,2004-02-28,9,82724.0,2,3,2004,46219
532,2005-02-28,10,85759.0,2,3,2005,46219
533,2006-02-28,11,90591.0,2,3,2006,46219
534,2007-02-28,12,91679.0,2,3,2007,46219
535,2008-02-28,13,89683.0,2,3,2008,46219
